reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion,tokens_stemmed
06c1b3f7-a033-43ea-b862-2b7cd1809af6,Ma*************el,https://play-lh.googleusercontent.com/a-/ALV-UjU1LUVQCiiOKEo5sBA0095zubm9Ub0ULIs2Lx9sLLorMhIkUqm-,susah dapet drivee,1,0,4.8.1,2025-08-25 18:39:45,,,4.8.1,"['susah', 'dapet', 'drivee']"
9a0daf9e-544a-4d87-b8af-0942a06d36e1,Sa*********ce,https://play-lh.googleusercontent.com/a-/ALV-UjWMSNW79PjvPB7JiAQ8rcGoQk8_ORuOSu_9C-fOgDcrIUDjQNQ,always get great experience,5,0,4.8.1,2025-08-24 13:57:44,,,4.8.1,"['always', 'get', 'great', 'experience']"
5e9378f0-0f30-45b4-9653-dc9386b9390d,Ma**************ah,https://play-lh.googleusercontent.com/a/ACg8ocLFMXwwRp3788KVm3zHZOPiT4jbSJIFTbGrNCwIsIFutkgtbQ=mo,sopir songong songongblaguujalanan udh kyk milik,1,0,4.8.1,2025-08-23 22:36:20,,,4.8.1,"['sopir', 'songong', 'songongblaguujalanan', 'udh', 'kyk', 'milik']"
f2c71e86-0e26-4cf3-b519-6da668e6fd74,mu************iq,https://play-lh.googleusercontent.com/a-/ALV-UjXX72Cq0MN8uWKO4fgqjr9OV9X_wpusBXjJTYlPnpo8gpkbS1We,sangat puas pakai green sm sangat diperhatikan kebersihan ramah banyak bicara sangat menghargai privasi penumpang,5,0,4.8.1,2025-08-22 18:28:55,,,4.8.1,"['sangat', 'puas', 'pakai', 'green', 'sm', 'sangat', 'diperhatikan', 'kebersihan', 'driver', 'ramah', 'banyak', 'bicara', 'sangat', 'menghargai', 'privasi', 'penumpang']"
348f2c7d-5214-4bb5-a8cd-bad59097a043,Fe*********ng,https://play-lh.googleusercontent.com/a-/ALV-UjVHlTetRy8QCHOMILLG3Ly_HdHX-AKBJblSC7WztHTVULxd2AyY,layanan oke mantab mobil nyaman gapernah bau sayang nunggu diatas 8 menit overall worth sih,4,0,4.8.1,2025-08-22 17:15:38,,,4.8.1,"['layanan', 'oke', 'driver', 'mantab', 'mobil', 'nyaman', 'gapernah', 'bau', 'sayang', 'nunggu', 'diatas', '8', 'menit', 'overall', 'worth', 'sih']"
58fc9cc9-5cd0-427d-957d-7fbe01ebeeed,Ne***********ah,https://play-lh.googleusercontent.com/a/ACg8ocJ3DcHb8gsq-_i30Cqg0Md6ltdFmDXZu8ijL7sxKA3qXjpxog=mo,good ,5,0,4.8.1,2025-08-22 07:47:11,,,4.8.1,"['good', '']"
79ead665-d4ce-476e-97bf-a204f9346669,De******ky,https://play-lh.googleusercontent.com/a-/ALV-UjVammQWPLozCELegol-vm57Ijp-tEoD_f6uPfOmk00kINqZMfdn,nice easy transportation,5,0,4.8.1,2025-08-21 23:35:34,,,4.8.1,"['nice', 'easy', 'app', 'transportation']"
388f2d8a-d40a-4176-b5ad-c865f6ac253d,An********pe,https://play-lh.googleusercontent.com/a-/ALV-UjX6nMdEqs0OK5TYuLS1PI3ccOukG8g8X_QRrteUNibEXffwNWw,nice good service semoga u dipertahankan,5,0,4.8.1,2025-08-21 09:39:28,,,4.8.1,"['nice', 'car', 'good', 'service', 'semoga', 'u', 'dipertahankan']"
ee311d81-75f9-4e0e-bcd3-a11deb121d2b,Mu********************ga,https://play-lh.googleusercontent.com/a-/ALV-UjW1PfwqDTJFXAXWrD60V8xUGnjptQVJdCSJZRuNUZ25tiDaGQU,mantap,5,0,4.6.1,2025-08-21 08:25:05,,,4.6.1,['mantap']
f11b6e24-8960-4c31-a5bf-7a40ce503073,to****ki,https://play-lh.googleusercontent.com/a/ACg8ocJbPLaT5HVrPAQT50GJyhWSHW2maBWI4r39FufzCl99nTR1yw=mo,,5,0,4.8.1,2025-08-20 18:55:22,,,4.8.1,[]
f04bb3c6-c0e3-4f0a-999a-53544259a558,sa****20,https://play-lh.googleusercontent.com/a/ACg8ocJmGDC7zxip7PXdrOQCul3HlF10xhZRA-eX-DC_Nl_q6VTIOw=mo,great,5,0,4.8.1,2025-08-20 17:34:53,,,4.8.1,"['great', 'app']"
3d1b87a6-8181-4723-b8b5-5ba35cf542ab,fa*************ti,https://play-lh.googleusercontent.com/a-/ALV-UjUYyfZjxZ8z9sVA7KHmQC2RzlSxfvx87RvyldJXpT5RnBTRj27K,kendaraan nyaman luas bersih ramah komunikatif musik enak didengar,5,0,4.8.1,2025-08-20 16:20:28,,,4.8.1,"['kendaraan', 'nyaman', 'luas', 'bersih', 'driver', 'ramah', 'komunikatif', 'musik', 'enak', 'didengar']"
5db61567-4fb0-4453-816d-5de6d82aee1f,Tr********ko,https://play-lh.googleusercontent.com/a-/ALV-UjUA-QcDGWfIJoxrCp0Sg-F66H85gUc51u91HP5-4Gkc5ctAKIBA,best option,5,0,4.8.1,2025-08-19 23:45:49,,,4.8.1,"['best', 'option']"
5609f4b5-84e7-462e-9adf-4192323e37e5,Fr*********an,https://play-lh.googleusercontent.com/a-/ALV-UjVVzgAXy3YOGxQhXFgTTE3Dhyxc-9cZvSzxu0ImnTv6T3MQ2YQ,taksi super nyaman ramah asik banyak promo menarik wajib coba,5,0,4.8.1,2025-08-19 18:40:13,,,4.8.1,"['taksi', 'super', 'nyaman', 'driver', 'ramah', 'asik', 'banyak', 'promo', 'menarik', 'wajib', 'coba']"
42635614-28fa-4488-bd3a-b897b681017d,ru*********al,https://play-lh.googleusercontent.com/a-/ALV-UjWDBFyf75VnTopJcnE3QQ-3uQ5fOKc6w-osWei2Ly55U2KrBKE,taxi pal percayanyamanaman ramah,5,0,4.8.1,2025-08-19 10:34:36,,,4.8.1,"['taxi', 'pal', 'percayanyamanaman', 'ramah']"
3c31bb04-8054-4dcc-aa9d-67e64cc4d74e,Es*********ca,https://play-lh.googleusercontent.com/a/ACg8ocKZRfBdH0zs88GLWwh6aTzMoJxcV3-PbPHBst0Ow1dGpJmX-Q=mo,udah bayar pake gopay tidak dapet cancel sendiri lalu urus refund repot banget nih apps tidak dapet bukan sa user mana refund lagi,1,0,4.7.1,2025-08-19 08:21:54,,,4.7.1,"['udah', 'bayar', 'pake', 'gopay', 'tidak', 'dapet', 'driver', 'cancel', 'sendiri', 'lalu', 'urus', 'refund', 'repot', 'banget', 'nih', 'apps', 'tidak', 'dapet', 'driver', 'bukan', 'sa', 'user', 'mana', 'refund', 'lagi']"
2bd0cc25-ba4a-4d0f-ba38-a403f220538b,je*my,https://play-lh.googleusercontent.com/a/ACg8ocJwtHGGBWpRP2j7k9K3B68DJ3FBBK9qn8ij5LQXi7kt5ODuog=mo,taksi ramah lingkungan,5,0,,2025-08-19 08:19:30,,,,"['taksi', 'ramah', 'lingkungan']"
bff6057a-c721-4e39-9627-5fde274b661d,Er*******ra,https://play-lh.googleusercontent.com/a-/ALV-UjWKx8Grl3g3IHIi_PEObR3QUgey28bktIVCd-yssEcU-80HZNdA,mengecewakan order semalam besok pagi ma tidak hujan cancel tarif naik drastis mend bluebird datang jelas,1,0,4.8.1,2025-08-19 07:30:45,,,4.8.1,"['mengecewakan', 'order', 'semalam', 'besok', 'pagi', 'ma', 'tidak', 'driver', 'hujan', 'cancel', 'tarif', 'naik', 'drastis', 'mend', 'bluebird', 'datang', 'jelas']"
1966499c-8011-4a9f-bb50-295a0257af06,yo***************da,https://play-lh.googleusercontent.com/a-/ALV-UjVD1Ge4nJTP8N6Xhj1zanSg9J4fzu7hFXptxoYxXEJIi__lIXEE,pesan taksi tanggal 18 agustus 2025 berangkat tanggal 19 agustus 2025 jam 5 subuh mengejar jadwal whoosh jam 625 19 agustus jam 515 mobil tidak datang padahal urgent akhir cancel sangat mengecewakan,1,0,4.8.1,2025-08-19 05:21:33,,,4.8.1,"['pesan', 'taksi', 'tanggal', '18', 'agustus', '2025', 'berangkat', 'tanggal', '19', 'agustus', '2025', 'jam', '5', 'subuh', 'mengejar', 'jadwal', 'whoosh', 'jam', '625', '19', 'agustus', 'jam', '515', 'mobil', 'tidak', 'datang', 'padahal', 'urgent', 'akhir', 'cancel', 'sangat', 'mengecewakan']"
008659fe-cf30-4f42-ab53-9400caf28966,Aj*******di,https://play-lh.googleusercontent.com/a-/ALV-UjVFMmawa4ceE30obvJGS7aiTgwDguG0pZnGwltYF_0PVE_uDU2J,baru download tidak kebuka,1,1,4.8.1,2025-08-18 18:39:10,,,4.8.1,"['aplikasi', 'baru', 'download', 'tidak', 'kebuka']"
3e5394a9-d853-4ce1-9987-8aa680bf3964,Ah********ar,https://play-lh.googleusercontent.com/a-/ALV-UjVkxy6Zg7u58Rm1CG_9GRpNHRgpB6ysiQlsrm31vohQOerX9e4G,bagus,5,0,4.8.1,2025-08-18 18:00:54,,,4.8.1,['bagus']
d630a6c4-e57f-4a01-b3b1-871addc5af65,Ri********an,https://play-lh.googleusercontent.com/a-/ALV-UjWJSJ36VqtVjWTyAo5jeOry8-A1CbPKmUawgf4EYDw0TRBKCQJk,cukup mudah gunakan banyak promo,5,0,4.8.1,2025-08-15 13:21:15,,,4.8.1,"['aplikasi', 'cukup', 'mudah', 'gunakan', 'banyak', 'promo']"
84f7c429-f141-4470-9367-75741b36f001,Ti********ng,https://play-lh.googleusercontent.com/a/ACg8ocK_IFTXj1q4aMVZKWfdD08hzULWaHp5vY-UFkDJAEH9LoEi9Q=mo,great ride experience,5,0,4.8.1,2025-08-15 06:59:40,,,4.8.1,"['great', 'ride', 'experience']"
ef39a953-a6ed-4f80-a324-15b715de73c2,ar**********id,https://play-lh.googleusercontent.com/a-/ALV-UjU5EUAYBN0Ar85PYqb4rQepLfrW5IjPhryn-Op5azkG1OPdpewe,mantap bagus hemat berkualitas,5,0,4.8.1,2025-08-15 04:11:09,,,4.8.1,"['mantap', 'bagus', 'hemat', 'berkualitas']"
8091639b-cdb0-447a-8397-7e8e4463dbea,Wi**on,https://play-lh.googleusercontent.com/a-/ALV-UjVIhlaWzPEDMyFs5Cs9mMcP40CJ8n11DKd3BeYl7XMsIoFYj40,mobil keren eye catch supir ramah dalem bersih lega sewa mobil juga cuma kalo pesen taxi bandara dll jangan dulu meyakinkan semoga taxi makin banyak gak cuma dijabodetabek saja daerah daerah juga,5,0,4.8.1,2025-08-13 11:21:18,,,4.8.1,"['mobil', 'keren', 'eye', 'catch', 'supir', 'ramah', 'dalem', 'bersih', 'lega', 'sewa', 'mobil', 'juga', 'cuma', 'kalo', 'pesen', 'taxi', 'bandara', 'dll', 'jangan', 'dulu', 'meyakinkan', 'semoga', 'taxi', 'makin', 'banyak', 'gak', 'cuma', 'dijabodetabek', 'saja', 'daerah', 'daerah', 'juga']"
b296f4aa-91a9-43fd-9a5e-adb587070e64,Ad*********ia,https://play-lh.googleusercontent.com/a/ACg8ocIBV_usj4-lFBhKUt59KzlfaMlpjGuH11EEZOrn_mxiN_iBlPg=mo,cant log google account cant link google account cant use biometric say mine link another account sound dangerous,1,0,4.8.1,2025-08-12 15:53:02,,,4.8.1,"['cant', 'log', 'google', 'account', 'cant', 'link', 'google', 'account', 'cant', 'use', 'biometric', 'say', 'mine', 'link', 'another', 'account', 'sound', 'dangerous']"
a58a3246-4707-4f0d-aa93-bd778c907446,Tj*************im,https://play-lh.googleusercontent.com/a-/ALV-UjV6gO5tdmSQICKJwQVUhDmeVCtacpAyFvWp-uSb5YItzhof2ZcI,pesan online cepat harga bersaing mobil bersih,5,0,4.8.1,2025-08-12 12:22:20,,,4.8.1,"['pesan', 'online', 'cepat', 'harga', 'bersaing', 'mobil', 'bersih']"
fbfa88a6-7b2f-4ee4-8108-c37729f883a2,Ad*******ja,https://play-lh.googleusercontent.com/a/ACg8ocIBg-u6DxvEyLdJMG0Et5Wa06OHTMjY0AkXk3H3eWU_gOt3RQ=mo,clean comfortable,5,0,4.7.1,2025-08-10 12:53:22,,,4.7.1,"['clean', 'comfortable']"
49fa3b5f-711d-4322-a342-9c207031bab6,Jk*****an,https://play-lh.googleusercontent.com/a-/ALV-UjW9gmUQv1KvcUesWhbYEkkkih-t_4HageMVh90dcbefTJxsVfNoDw,nice apps,5,0,4.7.1,2025-08-07 09:23:44,,,4.7.1,"['nice', 'apps']"
72089b92-962c-4e7b-bfb5-5167d0b7b73b,An*********ck,https://play-lh.googleusercontent.com/a-/ALV-UjXd1BzMoNeKOwkUt1bx3IEqGQQc9qG0z1JYwY-Mp3bfnkyc2e9MDg,posisi map sesuai sama sekali dngn yang tujui dibetulkan update selanjut makasih  edit skrg lebih baik update baru posisi map udh sesuai skrg ima kasih,5,1,4.7.1,2025-08-06 22:05:29,,,4.7.1,"['posisi', 'map', 'sesuai', 'sama', 'sekali', 'dngn', 'yang', 'tujui', 'dibetulkan', 'update', 'selanjut', 'makasih', '', 'edit', 'skrg', 'lebih', 'baik', 'update', 'baru', 'posisi', 'map', 'udh', 'sesuai', 'skrg', 'ima', 'kasih']"
01ecfe32-639f-4ee8-a77c-049b64b8c28e,ki*******ah,https://play-lh.googleusercontent.com/a-/ALV-UjV72USbZsnlUEkVv948oGymkmo8KIt81IHacYVESyqm19iXtwiT,fast smooth,5,4,4.7.1,2025-08-06 10:11:56,,,4.7.1,"['fast', 'smooth']"
9ee42645-3537-4cf8-9363-56b122939352,er**********88,https://play-lh.googleusercontent.com/a/ACg8ocLi0Yda-RXjUszE_hRKeh3jc9puxb0mEjAimFDm1afYtnnagA=mo,good ride hail,5,0,,2025-08-05 13:50:25,,,,"['good', 'ride', 'hail']"
0a7a4ea3-6f17-440e-9689-67d1e69fea48,Sr********ti,https://play-lh.googleusercontent.com/a/ACg8ocKBbL2ub6LRxstSXiFzhaIId_aHC3pPy5ME5cXmg_KfOXwaYA=mo,disappointed service book night leave 7 next day next day come confirm miss train ticket forfeit buy another train ticket,1,10,4.7.1,2025-08-04 20:30:12,,,4.7.1,"['disappointed', 'service', 'book', 'night', 'leave', '7', 'next', 'day', 'next', 'day', 'come', 'confirm', 'miss', 'train', 'ticket', 'forfeit', 'buy', 'another', 'train', 'ticket']"
e8e9a1b6-a520-45a8-8958-74e94e2b8f42,ag*************no,https://play-lh.googleusercontent.com/a-/ALV-UjXjCHGJoOGoAgXlSQReX2o7BDFw1sQ4zBaMUJ2ZfIy4a3Hjfxzc,eksperien baru naik taksi yang compactpengemudi ramah rapihmobil ramah lingkungan jugaterbaik,5,0,4.7.1,2025-08-01 09:25:38,,,4.7.1,"['eksperien', 'baru', 'naik', 'taksi', 'yang', 'compactpengemudi', 'ramah', 'rapihmobil', 'ramah', 'lingkungan', 'jugaterbaik']"
fbd04c7d-6ce8-4dc5-8477-1ba811acc7f8,Ed*******ng,https://play-lh.googleusercontent.com/a/ACg8ocK4lKlYmysTzJ2X-18QLWpXglE1Jf8j0drzIa9lzWOUeLSMzg=mo,nice,5,1,4.7.1,2025-08-01 09:20:20,,,4.7.1,"['nice', 'app']"
0a58ce66-f259-4f9c-b209-9c643fc24f9d,yo**********mo,https://play-lh.googleusercontent.com/a-/ALV-UjV9vG1rhSoo4ZC_PzQCz38IYgGx6jzxG2nOSErrKeZPk6ZwGCU,login request login another one get,2,2,4.7.1,2025-08-01 01:26:25,,,4.7.1,"['login', 'request', 'login', 'another', 'one', 'get']"
98c9ee65-6f56-4411-823b-899e77c3db50,Ma**************io,https://play-lh.googleusercontent.com/a/ACg8ocJG-ZZUavMVP5zX6_ZDGF60kSFhgYMW7ZMUSTzOKFDlck9gbg=mo,pengemudi ramah mobil enak,5,1,4.6.2,2025-07-31 09:13:04,,,4.6.2,"['pengemudi', 'ramah', 'mobil', 'enak']"
1b62b50c-2094-47a8-bc7d-766b5e787fbb,Am**ia,https://play-lh.googleusercontent.com/a-/ALV-UjWhGp9NEIssQzRnMBlqw4QVPCRkninbObyseS9ylUFlwpCuYg-d,suka eror,1,1,4.6.2,2025-07-28 17:16:40,,,4.6.2,"['suka', 'eror', 'aplikasi']"
77b901f3-5044-4c4b-9b55-9b0afd0af05c,Ay*****P.,https://play-lh.googleusercontent.com/a-/ALV-UjU8H6ezJHak5GcsNRP8BQv14SGJtlqFIpRjBFOfUIHebbNh2pg,map accurate navigation go nowhere pick location wherever,2,2,4.6.2,2025-07-28 08:20:01,,,4.6.2,"['map', 'accurate', 'navigation', 'go', 'nowhere', 'pick', 'location', 'wherever']"
5d83079c-5003-4771-947e-1eb277ebe7c8,Ri************to,https://play-lh.googleusercontent.com/a-/ALV-UjUk_h3wHeGaRy5A8gttMGSE4XWMp6gx2LgLWOBn8JGSyYWm01a2gw,cannot login say device lock,1,3,4.6.2,2025-07-27 11:28:08,,,4.6.2,"['cannot', 'login', 'say', 'device', 'lock']"
83385c4e-9105-45b6-840a-57b3604b5807,Mu********ti,https://play-lh.googleusercontent.com/a-/ALV-UjVaA9EklmHUJ0f5wWy2vZ0E2EJEY6pjwc1rT_o5WLAEku12Jy3TtQ,many notification spamming,2,1,4.6.2,2025-07-27 10:12:20,,,4.6.2,"['many', 'notification', 'spamming']"
9fe38722-b17e-41bb-8614-19a53880bb30,Ri*********ra,https://play-lh.googleusercontent.com/a-/ALV-UjU3E9KGoLnXQ4NW18SOMW0DcZuYxP9ItnES0xT_5GoEILNWGE6h,give honest rating currently lazy make sense many want switch payment method cashless cash annoy want follow request please make sure address issue provide proper knowledge handle customer,2,6,4.6.2,2025-07-26 19:36:51,,,4.6.2,"['give', 'honest', 'rating', 'currently', 'driver', 'lazy', 'make', 'sense', 'many', 'want', 'switch', 'payment', 'method', 'cashless', 'cash', 'annoy', 'want', 'follow', 'request', 'please', 'make', 'sure', 'address', 'issue', 'driver', 'provide', 'proper', 'knowledge', 'handle', 'customer']"
da80538c-ebde-4225-a92c-9e633d693be1,Bi*ly,https://play-lh.googleusercontent.com/a-/ALV-UjUtdXzAO_zrbIog7XdQWGL89iCjI8UeAEvFgKIosY-W1ZMkHqEWFg,percuma opsi book banyak armada yang lewat nawarin lgsg tidak mau pick book,1,2,4.6.2,2025-07-26 00:14:47,,,4.6.2,"['percuma', 'opsi', 'book', 'banyak', 'armada', 'yang', 'lewat', 'nawarin', 'lgsg', 'tidak', 'mau', 'pick', 'book']"
